Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testReset,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrTokenizer.next; org.apache.commons.lang3.text.StrTokenizer.hasNext; org.apache.commons.lang3.text.StrTokenizer.reset
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testReset_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testReset_String,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrTokenizer.next; org.apache.commons.lang3.text.StrTokenizer.reset; org.apache.commons.lang3.text.StrTokenizer.hasNext
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testReset_charArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testReset_charArray,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrTokenizer.next; org.apache.commons.lang3.text.StrTokenizer.hasNext
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testTSV,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testTSVEmpty,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testIteration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testIteration,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrTokenizer.next; org.apache.commons.lang3.text.StrTokenizer.hasPrevious; org.apache.commons.lang3.text.StrTokenizer.hasNext
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testTokenizeSubclassInputChange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testTokenizeSubclassOutputChange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrTokenizerTest,testToString,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrTokenizer.toString; org.apache.commons.lang3.text.StrTokenizer.next
commons-lang,org.apache.commons.lang3.text,CompositeFormatTest,testCompositeFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,CompositeFormatTest,testCompositeFormat,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.CompositeFormat.parseObject; org.apache.commons.lang3.text.CompositeFormat.getParser; org.apache.commons.lang3.text.CompositeFormat.format; org.apache.commons.lang3.text.CompositeFormat.getFormatter
commons-lang,org.apache.commons.lang3.text,CompositeFormatTest,testCompositeFormat,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.text,CompositeFormatTest,testUsage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testExtendedFormats,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testEscapedBraces_LANG_948,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testExtendedAndBuiltInFormats,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testBuiltInChoiceFormat,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testBuiltInDateTimeFormat,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testOverriddenBuiltinFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testBuiltInNumberFormat,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormatTest,testEqualsHashcode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceSimple,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceSolo,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceNoVariables,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceEmpty,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceUnknownKey,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceRecursive,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceEscaping,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceSoloEscaping,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceComplexEscaping,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceNoPrefixNoSuffix,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceIncompletePrefix,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplacePrefixNoSuffix,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceNoPrefixSuffix,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceEmptyKeys,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceToIdentical,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testCyclicReplacement,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceWeirdPattens,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceInVariable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceInVariable,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setEnableSubstitutionInVariables; org.apache.commons.lang3.text.StrSubstitutor.replace
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceInVariableDisabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceInVariableRecursive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testReplaceInVariableRecursive,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setEnableSubstitutionInVariables; org.apache.commons.lang3.text.StrSubstitutor.replace
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testDefaultValueDelimiters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testDefaultValueDelimiters,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setValueDelimiterMatcher; org.apache.commons.lang3.text.StrSubstitutor.replace
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testResolveVariable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testConstructorMapFull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetEscape,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetEscape,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setEscapeChar; org.apache.commons.lang3.text.StrSubstitutor.getEscapeChar
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetPrefix,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setVariablePrefixMatcher; org.apache.commons.lang3.text.StrSubstitutor.setVariablePrefix; org.apache.commons.lang3.text.StrSubstitutor.getVariablePrefixMatcher; org.apache.commons.lang3.text.StrMatcher.commaMatcher
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetSuffix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetSuffix,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.setVariableSuffix; org.apache.commons.lang3.text.StrSubstitutor.getVariableSuffixMatcher; org.apache.commons.lang3.text.StrSubstitutor.setVariableSuffixMatcher; org.apache.commons.lang3.text.StrMatcher.commaMatcher
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetValueDelimiter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testGetSetValueDelimiter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.getValueDelimiterMatcher; org.apache.commons.lang3.text.StrSubstitutor.setValueDelimiterMatcher; org.apache.commons.lang3.text.StrMatcher.commaMatcher; org.apache.commons.lang3.text.StrSubstitutor.setValueDelimiter
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testSamePrefixAndSuffix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testSubstitutePreserveEscape,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrSubstitutorTest,testSubstitutePreserveEscape,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrSubstitutor.isPreserveEscapes; org.apache.commons.lang3.text.StrSubstitutor.setPreserveEscapes; org.apache.commons.lang3.text.StrSubstitutor.replace
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendNewLine,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendNewLine,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendNewLine; org.apache.commons.lang3.text.StrBuilder.setNewLineText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithNullText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithNullText,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.append; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.appendNull; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_Object,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_Object,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.append; org.apache.commons.lang3.text.StrBuilder.appendNull; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuilder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuilder,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_String,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_String_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_String_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.append; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuilder_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuilder_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuffer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuffer,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuffer_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StringBuffer_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StrBuilder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StrBuilder,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StrBuilder_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_StrBuilder_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_CharArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_CharArray,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_CharArray_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_CharArray_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_PrimitiveNumber,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_FormattedString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_Object,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_Object,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendln; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_String_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_String_int_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendln; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StringBuffer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StringBuilder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StringBuffer_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StringBuilder_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StrBuilder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_StrBuilder_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_CharArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_CharArray_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_Boolean,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_PrimitiveNumber,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendln_PrimitiveNumber,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendPadding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendPadding,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendPadding; org.apache.commons.lang3.text.StrBuilder.length; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadLeft,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadLeft,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.length; org.apache.commons.lang3.text.StrBuilder.appendFixedWidthPadLeft; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadLeft_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadLeft_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.length; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadRight,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadRight,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.length; org.apache.commons.lang3.text.StrBuilder.appendFixedWidthPadRight; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadRight_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendFixedWidthPadRight_int,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.length; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppend_FormattedString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Array,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Array,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Collection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Collection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Iterator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendAll_Iterator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
